customer_id,order_cnt,max_order_date,total_order_value,day_since_last_order,recency_score,frequency_score,monetary_score,segment
14221,8,2010-09-16,3084.69,98,2,5,5,Can't Lose Them
14224,5,2010-11-14,847.78,39,4,4,3,Loyal Customers
14225,5,2010-10-01,2058.92,83,2,4,5,At Risk
14226,2,2010-09-30,774.54,84,2,2,3,Hibernating
14227,7,2010-10-21,3023.9,63,3,4,5,Loyal Customers
14228,3,2010-09-28,745.5,86,2,3,3,At Risk
14229,6,2010-11-01,1075.29,52,3,4,4,Loyal Customers
14230,3,2010-09-30,979.8000000000001,84,2,3,4,At Risk
14231,1,2010-09-15,309.91,99,2,1,2,Hibernating
14233,5,2010-11-30,1563.65,23,4,4,4,Loyal Customers
14235,4,2010-07-29,1573.1299999999999,147,2,3,4,At Risk
14236,6,2010-12-02,1265.68,21,5,4,4,Champion
14237,3,2010-12-01,476.24,22,4,3,3,Potential Loyalists
14238,1,2010-02-15,128.28,311,1,1,1,Hibernating
14239,9,2010-10-04,1669.8700000000001,80,2,5,4,Can't Lose Them
14240,1,2010-10-12,357.15,72,3,1,2,About to Sleep
14241,1,2010-01-12,120.0,345,1,1,1,Hibernating
14243,11,2010-12-17,5113.78,6,5,5,5,Champion
14244,2,2010-02-18,257.06,308,1,2,2,Hibernating
14247,5,2010-10-31,638.84,53,3,4,3,Loyal Customers
14248,2,2010-09-06,730.37,108,2,2,3,Hibernating
14249,12,2010-10-25,5625.461,59,3,5,5,Loyal Customers
14252,1,2010-11-23,350.99,30,4,1,2,Promising
14253,2,2010-08-03,363.40000000000003,142,2,2,2,Hibernating
14254,1,2010-10-03,601.03,81,2,1,3,Hibernating
14256,7,2010-12-10,2071.44,13,5,4,5,Champion
14257,4,2010-11-24,2854.73,29,4,3,5,Potential Loyalists
14258,20,2010-11-16,17339.81,37,4,5,5,Loyal Customers
14260,3,2010-08-25,824.28,120,2,3,3,At Risk
14263,1,2010-10-12,322.93,72,3,1,2,About to Sleep
14264,6,2010-12-02,1224.89,21,5,4,4,Champion
14266,1,2010-10-07,40.56,77,2,1,1,Hibernating
14267,1,2010-01-07,9.95,350,1,1,1,Hibernating
14268,1,2010-08-26,354.85,119,2,1,2,Hibernating
14269,2,2010-09-30,329.78,84,2,2,2,Hibernating
14271,1,2010-10-26,106.81,58,3,1,1,About to Sleep
14272,2,2010-05-26,482.85,211,1,2,3,Hibernating
14274,1,2010-01-22,256.6,335,1,1,2,Hibernating
14275,6,2010-11-09,1189.3799999999999,44,3,4,4,Loyal Customers
14276,8,2010-11-04,1055.95,49,3,5,4,Loyal Customers
14278,1,2010-10-26,205.83,58,3,1,1,About to Sleep
14279,2,2010-07-07,191.86,169,1,2,1,Hibernating
14281,1,2010-10-27,245.15,57,3,1,2,About to Sleep
14282,12,2010-12-07,4125.32,16,5,5,5,Champion
14283,4,2010-09-02,628.4399999999999,112,2,3,3,At Risk
14284,1,2010-02-24,704.4,302,1,1,3,Hibernating
14285,4,2010-07-14,1348.99,162,2,3,4,At Risk
14286,4,2010-11-05,2195.01,48,3,3,5,Need Attention
14290,6,2010-12-13,2376.42,10,5,4,5,Champion
14291,12,2010-11-24,3662.09,29,4,5,5,Loyal Customers
14292,12,2010-11-02,4271.77,51,3,5,5,Loyal Customers
14293,4,2010-12-06,1286.92,17,5,3,4,Potential Loyalists
14294,1,2010-10-28,375.34,56,3,1,2,About to Sleep
14295,4,2010-09-27,1633.21,87,2,3,4,At Risk
14296,3,2010-10-22,464.35,62,3,3,2,Need Attention
14298,41,2010-12-20,40265.55,3,5,5,5,Champion
14299,24,2010-12-20,7827.1,3,5,5,5,Champion
14301,5,2010-10-26,1329.49,58,3,4,4,Loyal Customers
14302,2,2010-10-05,628.3000000000001,79,2,2,3,Hibernating
14303,2,2010-10-28,277.94,56,3,2,2,About to Sleep
14304,3,2010-11-25,1356.41,28,4,3,4,Potential Loyalists
14306,4,2010-11-26,1058.0800000000002,27,4,3,4,Potential Loyalists
14307,4,2010-12-01,1833.21,22,4,3,4,Potential Loyalists
14308,2,2010-06-08,595.14,198,1,2,3,Hibernating
14309,3,2010-12-16,1576.03,7,5,3,4,Potential Loyalists
14310,1,2010-10-03,492.1,81,2,1,3,Hibernating
14311,1,2010-05-21,206.19,216,1,1,1,Hibernating
14312,5,2010-11-26,1478.7,27,4,4,4,Loyal Customers
14313,1,2010-03-25,302.31,273,1,1,2,Hibernating
14314,2,2010-10-22,117.70000000000002,62,3,2,1,About to Sleep
14315,3,2010-06-24,721.64,182,1,3,3,At Risk
14316,6,2010-10-13,659.5799999999999,71,3,4,3,Loyal Customers
14318,1,2010-09-05,158.02,109,2,1,1,Hibernating
14319,1,2010-10-11,494.85,73,3,1,3,About to Sleep
14320,4,2010-06-11,876.91,195,1,3,3,At Risk
14321,3,2010-10-07,706.79,77,2,3,3,At Risk
14322,6,2010-10-08,563.9,76,3,4,3,Loyal Customers
14324,2,2010-10-26,701.61,58,3,2,3,About to Sleep
14325,1,2010-05-19,245.48000000000002,218,1,1,2,Hibernating
14326,2,2010-09-02,757.13,112,2,2,3,Hibernating
14327,5,2010-11-22,1583.28,31,4,4,4,Loyal Customers
14329,13,2010-11-29,4697.33,24,4,5,5,Loyal Customers
14330,1,2010-03-26,200.63,272,1,1,1,Hibernating
14332,2,2010-11-23,1077.2,30,4,2,4,Potential Loyalists
14334,6,2010-12-16,2099.17,7,5,4,5,Champion
14338,1,2010-06-21,339.88,185,1,1,2,Hibernating
14339,1,2010-10-07,310.75,77,2,1,2,Hibernating
14341,8,2010-10-15,1692.35,69,3,5,4,Loyal Customers
14342,3,2010-10-03,264.73,81,2,3,2,At Risk
14343,4,2010-10-14,1088.91,70,3,3,4,Need Attention
14344,15,2010-12-16,2458.77,7,5,5,5,Champion
14346,3,2010-10-10,1294.17,74,3,3,4,Need Attention
14350,2,2010-11-24,689.1,29,4,2,3,Potential Loyalists
14353,2,2010-10-25,285.9,59,3,2,2,About to Sleep
14355,3,2010-12-09,840.0500000000001,14,5,3,3,Potential Loyalists
14358,3,2010-11-15,415.82,38,4,3,2,Potential Loyalists
14361,1,2010-05-10,214.70999999999998,227,1,1,1,Hibernating
14363,2,2010-11-02,227.47000000000003,51,3,2,1,About to Sleep
14365,2,2010-11-10,634.68,43,3,2,3,About to Sleep
14366,1,2010-07-02,136.0,174,1,1,1,Hibernating
14369,2,2010-03-07,469.13,291,1,2,2,Hibernating
14370,9,2010-09-15,1259.43,99,2,5,4,Can't Lose Them
14372,2,2010-09-22,860.08,92,2,2,3,Hibernating
14373,1,2010-12-16,76.55,7,5,1,1,New Customers
14374,1,2010-06-16,108.0,190,1,1,1,Hibernating
14375,2,2010-09-15,875.31,99,2,2,3,Hibernating
14376,1,2010-01-25,215.46,332,1,1,1,Hibernating
14378,1,2010-03-28,131.25,270,1,1,1,Hibernating
14379,2,2010-11-11,920.81,42,4,2,3,Potential Loyalists
14380,2,2010-04-15,197.65,252,1,2,1,Hibernating
14381,1,2010-09-14,428.65999999999997,100,2,1,2,Hibernating
14382,2,2010-11-14,626.68,39,4,2,3,Potential Loyalists
14384,1,2010-07-27,58.5,149,2,1,1,Hibernating
14388,12,2010-12-08,3559.06,15,5,5,5,Champion
14389,5,2010-10-11,868.75,73,3,4,3,Loyal Customers
14390,7,2010-12-02,1763.16,21,5,4,4,Champion
14391,1,2010-05-12,135.6,225,1,1,1,Hibernating
14392,1,2010-10-03,266.4,81,2,1,2,Hibernating
14394,1,2010-05-24,93.8,213,1,1,1,Hibernating
14395,13,2010-12-02,4711.7,21,5,5,5,Champion
14396,5,2010-12-03,1118.97,20,5,4,4,Champion
14398,2,2010-11-03,707.79,50,3,2,3,About to Sleep
14399,9,2010-11-10,2128.16,43,3,5,5,Loyal Customers
14400,3,2010-11-04,1172.24,49,3,3,4,Need Attention
14401,10,2010-12-15,2241.77,8,5,5,5,Champion
14402,1,2010-02-25,285.6,301,1,1,2,Hibernating
14403,4,2010-05-05,412.95,232,1,3,2,At Risk
14404,6,2010-12-05,1185.9,18,5,4,4,Champion
14405,1,2010-11-18,195.0,35,4,1,1,Promising
14408,3,2010-08-25,1182.24,120,2,3,4,At Risk
14409,6,2010-12-06,1847.8400000000001,17,5,4,4,Champion
14410,2,2010-11-28,1546.07,25,4,2,4,Potential Loyalists
14412,1,2010-10-11,656.16,73,3,1,3,About to Sleep
14413,3,2010-12-12,427.57,11,5,3,2,Potential Loyalists
14414,2,2010-12-16,1119.55,7,5,2,4,Potential Loyalists
14415,15,2010-12-14,6647.62,9,5,5,5,Champion
14417,1,2010-11-17,604.2,36,4,1,3,Promising
14419,2,2010-12-10,326.95,13,5,2,2,Potential Loyalists
14420,5,2010-11-08,1261.45,45,3,4,4,Loyal Customers
14421,5,2010-07-15,1669.01,161,2,4,4,At Risk
14422,14,2010-11-30,5658.07,23,4,5,5,Loyal Customers
14423,3,2010-10-11,653.06,73,3,3,3,Need Attention
14425,3,2010-10-08,264.6,76,3,3,2,Need Attention
14426,12,2010-12-15,7318.67,8,5,5,5,Champion
14427,2,2010-08-02,900.1800000000001,143,2,2,3,Hibernating
14429,1,2010-11-01,516.28,52,3,1,3,About to Sleep
14430,5,2010-07-16,1485.4,160,2,4,4,At Risk
14431,3,2010-11-25,2143.84,28,4,3,5,Potential Loyalists
14433,1,2010-08-31,289.6,114,2,1,2,Hibernating
14435,1,2010-07-26,90.42,150,2,1,1,Hibernating
14436,1,2010-06-04,182.64000000000001,202,1,1,1,Hibernating
14437,6,2010-12-09,918.34,14,5,4,3,Champion
14440,10,2010-12-09,3457.94,14,5,5,5,Champion
14441,10,2010-12-09,2981.15,14,5,5,5,Champion
14443,4,2010-12-06,981.84,17,5,3,4,Potential Loyalists
14444,1,2010-09-09,132.04,105,2,1,1,Hibernating
14445,1,2010-09-10,221.65,104,2,1,1,Hibernating
14446,1,2010-11-18,201.73,35,4,1,1,Promising
14447,1,2010-11-04,548.5,49,3,1,3,About to Sleep
14448,1,2010-12-10,102.35000000000001,13,5,1,1,New Customers
14449,5,2010-12-02,1575.7,21,5,4,4,Champion
14450,4,2010-11-25,645.19,28,4,3,3,Potential Loyalists
14451,16,2010-11-15,2689.36,38,4,5,5,Loyal Customers
14452,2,2010-11-09,401.15,44,3,2,2,About to Sleep
14454,5,2010-11-28,857.96,25,4,4,3,Loyal Customers
14455,5,2010-10-03,661.56,81,2,4,3,At Risk
14458,1,2010-11-24,237.42,29,4,1,1,Promising
14459,2,2010-06-24,3574.4210000000003,182,1,2,5,Hibernating
14460,7,2010-11-08,626.72,45,3,4,3,Loyal Customers
14461,11,2010-11-22,4626.34,31,4,5,5,Loyal Customers
14462,1,2010-10-03,265.99,81,2,1,2,Hibernating
14463,1,2010-07-28,256.95,148,2,1,2,Hibernating
14464,2,2010-05-20,111.0,217,1,2,1,Hibernating
14465,8,2010-10-07,2395.89,77,2,5,5,Can't Lose Them
14466,6,2010-12-02,2156.7,21,5,4,5,Champion
14467,7,2010-11-15,1512.39,38,4,4,4,Loyal Customers
14469,4,2010-10-19,2112.21,65,3,3,5,Need Attention
14470,1,2010-10-05,250.85,79,2,1,2,Hibernating
14471,1,2010-04-27,192.12,240,1,1,1,Hibernating
14472,2,2010-12-19,571.26,4,5,2,3,Potential Loyalists
14474,1,2010-05-09,730.42,228,1,1,3,Hibernating
14475,1,2010-10-27,225.3,57,3,1,1,About to Sleep
14477,4,2010-09-29,663.9,85,2,3,3,At Risk
14478,3,2010-11-22,994.38,31,4,3,4,Potential Loyalists
14479,2,2010-12-09,627.73,14,5,2,3,Potential Loyalists
14480,3,2010-11-02,720.87,51,3,3,3,Need Attention
14481,3,2010-10-28,1674.98,56,3,3,4,Need Attention
14482,8,2010-11-25,2455.42,28,4,5,5,Loyal Customers
14484,2,2010-11-03,313.61,50,3,2,2,About to Sleep
14486,2,2010-07-16,175.5,160,2,2,1,Hibernating
14487,3,2010-12-06,270.03000000000003,17,5,3,2,Potential Loyalists
14489,3,2010-09-28,1111.55,86,2,3,4,At Risk
14490,2,2010-10-29,1273.47,55,3,2,4,About to Sleep
14491,1,2010-12-02,127.2,21,5,1,1,New Customers
14492,10,2010-10-05,2269.46,79,2,5,5,Can't Lose Them
14493,7,2010-11-14,2820.61,39,4,4,5,Loyal Customers
14494,1,2010-11-03,147.6,50,3,1,1,About to Sleep
14495,2,2010-03-02,59.5,296,1,2,1,Hibernating
14496,9,2010-12-01,2151.77,22,4,5,5,Loyal Customers
14497,1,2010-02-04,221.69,322,1,1,1,Hibernating
14498,6,2010-12-13,2120.17,10,5,4,5,Champion
14499,7,2010-11-30,1342.0,23,4,4,4,Loyal Customers
14505,14,2010-12-12,5864.27,11,5,5,5,Champion
14506,3,2010-12-05,1278.5,18,5,3,4,Potential Loyalists
14507,5,2010-11-30,1789.25,23,4,4,4,Loyal Customers
14508,4,2010-11-28,617.37,25,4,3,3,Potential Loyalists
14509,1,2010-06-23,110.95,183,1,1,1,Hibernating
14510,4,2010-11-29,1022.5799999999999,24,4,3,4,Potential Loyalists
14512,4,2010-11-21,794.91,32,4,3,3,Potential Loyalists
14513,3,2010-09-29,332.42,85,2,3,2,At Risk
14514,5,2010-09-29,2686.85,85,2,4,5,At Risk
14515,9,2010-11-17,1677.53,36,4,5,4,Loyal Customers
14516,1,2010-07-11,163.92,165,1,1,1,Hibernating
14519,1,2010-01-25,83.14,332,1,1,1,Hibernating
14521,2,2010-08-19,231.25,126,2,2,1,Hibernating
14522,4,2010-04-23,784.08,244,1,3,3,At Risk
14524,5,2010-12-14,1341.48,9,5,4,4,Champion
14525,8,2010-12-13,3644.54,10,5,5,5,Champion
14526,1,2010-11-15,262.4,38,4,1,2,Promising
14527,104,2010-12-20,15295.04,3,5,5,5,Champion
14530,13,2010-11-08,3391.7400000000002,45,3,5,5,Loyal Customers
14531,1,2010-08-17,376.34,128,2,1,2,Hibernating
14532,9,2010-12-22,3161.68,1,5,5,5,Champion
14533,7,2010-12-22,1840.86,1,5,4,4,Champion
14534,13,2010-11-07,1937.05,46,3,5,4,Loyal Customers
14535,7,2010-11-09,3301.54,44,3,4,5,Loyal Customers
14537,2,2010-04-12,291.79,255,1,2,2,Hibernating
14538,3,2010-06-27,982.59,179,1,3,4,At Risk
14540,6,2010-11-25,2216.4900000000002,28,4,4,5,Loyal Customers
14541,6,2010-10-19,1038.03,65,3,4,4,Loyal Customers
14543,26,2010-12-10,9307.44,13,5,5,5,Champion
14544,2,2010-12-13,2079.9,10,5,2,5,Potential Loyalists
14545,1,2010-02-03,349.25,323,1,1,2,Hibernating
14546,10,2010-11-28,2177.88,25,4,5,5,Loyal Customers
14548,4,2010-05-18,641.61,219,1,3,3,At Risk
14549,2,2010-10-15,311.09000000000003,69,3,2,2,About to Sleep
14550,2,2010-11-16,587.69,37,4,2,3,Potential Loyalists
14551,7,2010-10-26,715.26,58,3,4,3,Loyal Customers
14552,2,2010-11-24,346.21,29,4,2,2,Potential Loyalists
14553,5,2010-10-24,1007.77,60,3,4,4,Loyal Customers
14555,4,2010-11-23,1709.99,30,4,3,4,Potential Loyalists
14556,3,2010-04-22,835.34,245,1,3,3,At Risk
14558,3,2010-02-24,374.54999999999995,302,1,3,2,At Risk
14559,1,2010-11-14,75.6,39,4,1,1,Promising
14560,22,2010-12-23,3413.56,0,5,5,5,Champion
14562,8,2010-11-14,1654.63,39,4,5,4,Loyal Customers
14563,2,2010-07-18,679.44,158,2,2,3,Hibernating
14565,2,2010-12-13,1927.51,10,5,2,4,Potential Loyalists
14569,3,2010-09-13,371.59,101,2,3,2,At Risk
14570,1,2010-09-22,395.69,92,2,1,2,Hibernating
14571,1,2010-10-10,161.65,74,3,1,1,About to Sleep
14572,5,2010-10-18,2795.09,66,3,4,5,Loyal Customers
14573,5,2010-12-02,968.0,21,5,4,4,Champion
14575,1,2010-08-08,460.71,137,2,1,2,Hibernating
14576,1,2010-12-02,35.400000000000006,21,5,1,1,New Customers
14577,3,2010-12-12,644.1,11,5,3,3,Potential Loyalists
14579,1,2010-10-03,105.56,81,2,1,1,Hibernating
14580,1,2010-07-09,14.850000000000001,167,1,1,1,Hibernating
14581,1,2010-06-13,295.2,193,1,1,2,Hibernating
14583,3,2010-11-21,728.48,32,4,3,3,Potential Loyalists
14584,4,2010-10-14,705.65,70,3,3,3,Need Attention
14585,4,2010-11-22,986.22,31,4,3,4,Potential Loyalists
14588,1,2010-05-10,135.39,227,1,1,1,Hibernating
14589,1,2010-12-03,39.75,20,5,1,1,New Customers
14590,25,2010-10-11,2779.29,73,3,5,5,Loyal Customers
14593,13,2010-11-07,2731.44,46,3,5,5,Loyal Customers
14594,1,2010-12-01,255.0,22,4,1,2,Promising
14595,2,2010-09-12,423.85,102,2,2,2,Hibernating
14596,1,2010-03-23,229.47,275,1,1,1,Hibernating
14597,4,2010-11-25,1318.3899999999999,28,4,3,4,Potential Loyalists
14598,2,2010-05-19,324.14,218,1,2,2,Hibernating
14599,2,2010-11-14,474.54,39,4,2,3,Potential Loyalists
14600,1,2010-11-11,471.84000000000003,42,4,1,2,Promising
14602,1,2010-02-21,205.35999999999999,305,1,1,1,Hibernating
14604,1,2010-03-16,143.85999999999999,282,1,1,1,Hibernating
14605,2,2010-11-30,720.91,23,4,2,3,Potential Loyalists
14606,129,2010-12-22,18113.46,1,5,5,5,Champion
14607,8,2010-08-29,5132.8,116,2,5,5,Can't Lose Them
14608,7,2010-12-12,1270.07,11,5,4,4,Champion
14609,3,2010-07-06,174.24,170,1,3,1,At Risk
14610,2,2010-11-09,24.35,44,3,2,1,About to Sleep
14611,3,2010-09-26,609.28,88,2,3,3,At Risk
14612,1,2010-10-20,877.7,64,3,1,3,About to Sleep
14613,1,2010-01-28,76.32000000000001,329,1,1,1,Hibernating
14614,1,2010-11-18,295.13,35,4,1,2,Promising
14615,6,2010-11-10,969.26,43,3,4,4,Loyal Customers
14616,2,2010-11-19,121.7,34,4,2,1,Potential Loyalists
14617,2,2010-11-02,190.47000000000003,51,3,2,1,About to Sleep
14618,6,2010-12-08,820.6800000000001,15,5,4,3,Champion
14619,1,2010-06-16,896.8000000000001,190,1,1,3,Hibernating
14621,9,2010-12-16,1577.26,7,5,5,4,Champion
14623,6,2010-11-24,1179.18,29,4,4,4,Loyal Customers
14624,4,2010-10-20,588.22,64,3,3,3,Need Attention
14625,13,2010-12-13,3651.13,10,5,5,5,Champion
14626,7,2010-11-09,2185.2,44,3,4,5,Loyal Customers
14627,1,2010-11-25,462.75,28,4,1,2,Promising
14628,3,2010-09-23,1326.04,91,2,3,4,At Risk
14630,1,2010-08-12,338.65,133,2,1,2,Hibernating
14631,4,2010-11-18,1021.23,35,4,3,4,Potential Loyalists
14634,7,2010-09-28,2277.1,86,2,4,5,At Risk
14635,1,2010-09-12,215.22,102,2,1,1,Hibernating
14637,1,2010-01-31,106.67999999999999,326,1,1,1,Hibernating
14639,5,2010-12-16,2681.96,7,5,4,5,Champion
14640,8,2010-10-26,1662.08,58,3,5,4,Loyal Customers
14643,4,2010-12-21,1018.54,2,5,3,4,Potential Loyalists
14644,7,2010-10-21,848.01,63,3,4,3,Loyal Customers
14645,2,2010-03-24,316.45,274,1,2,2,Hibernating
14647,1,2010-07-04,276.75,172,1,1,2,Hibernating
14648,18,2010-11-01,4255.63,52,3,5,5,Loyal Customers
14649,7,2010-11-23,2379.17,30,4,4,5,Loyal Customers
14650,1,2010-04-29,62.5,238,1,1,1,Hibernating
14651,7,2010-11-10,1379.52,43,3,4,4,Loyal Customers
14653,4,2010-07-14,1333.32,162,2,3,4,At Risk
14655,7,2010-11-25,1993.48,28,4,4,5,Loyal Customers
14656,3,2010-10-20,523.6,64,3,3,3,Need Attention
14657,2,2010-10-06,612.65,78,2,2,3,Hibernating
14662,2,2010-10-08,534.46,76,3,2,3,About to Sleep
14663,2,2010-10-05,490.6,79,2,2,3,Hibernating
14665,2,2010-10-08,913.95,76,3,2,3,About to Sleep
14667,37,2010-12-14,12900.88,9,5,5,5,Champion
14668,1,2010-09-20,111.63,94,2,1,1,Hibernating
14669,3,2010-03-16,1149.76,282,1,3,4,At Risk
14671,2,2010-06-08,1127.45,198,1,2,4,Hibernating
14672,2,2010-07-12,347.59,164,2,2,2,Hibernating
14673,3,2010-12-07,1674.41,16,5,3,4,Potential Loyalists
14674,1,2010-07-18,173.66,158,2,1,1,Hibernating
14675,1,2010-11-16,462.15,37,4,1,2,Promising
14676,8,2010-11-19,5438.53,34,4,5,5,Loyal Customers
14677,1,2010-04-26,184.91,241,1,1,1,Hibernating
14678,2,2010-05-17,420.34000000000003,220,1,2,2,Hibernating
14679,4,2010-12-03,867.1899999999999,20,5,3,3,Potential Loyalists
14680,64,2010-12-14,29362.81,9,5,5,5,Champion
14681,3,2010-11-17,376.20000000000005,36,4,3,2,Potential Loyalists
14682,4,2010-10-07,1462.81,77,2,3,4,At Risk
14683,1,2010-04-30,146.56,237,1,1,1,Hibernating
14684,2,2010-12-12,400.63,11,5,2,2,Potential Loyalists
14685,8,2010-05-12,3477.36,225,1,5,5,Can't Lose Them
14686,6,2010-10-21,893.78,63,3,4,3,Loyal Customers
14687,2,2010-11-04,773.6800000000001,49,3,2,3,About to Sleep
14688,8,2010-12-01,2082.7,22,4,5,5,Loyal Customers
14690,2,2010-11-12,422.63,41,4,2,2,Potential Loyalists
14692,8,2010-11-24,1153.54,29,4,5,4,Loyal Customers
14693,7,2010-10-10,1017.96,74,3,4,4,Loyal Customers
14694,1,2010-04-01,244.31,266,1,1,2,Hibernating
14695,1,2010-07-08,636.0400000000001,168,1,1,3,Hibernating
14696,3,2010-12-09,690.2,14,5,3,3,Potential Loyalists
14699,3,2010-09-30,593.47,84,2,3,3,At Risk
14700,2,2010-10-20,880.96,64,3,2,3,About to Sleep
14701,6,2010-09-23,2012.72,91,2,4,5,At Risk
14702,13,2010-12-09,2465.58,14,5,5,5,Champion
14704,2,2010-10-11,266.66,73,3,2,2,About to Sleep
14706,1,2010-03-31,390.69,267,1,1,2,Hibernating
14707,2,2010-09-30,139.2,84,2,2,1,Hibernating
14708,4,2010-12-14,1115.61,9,5,3,4,Potential Loyalists
14709,13,2010-12-16,4033.14,7,5,5,5,Champion
14710,7,2010-11-25,1242.96,28,4,4,4,Loyal Customers
14712,1,2010-10-17,411.0,67,3,1,2,About to Sleep
14713,14,2010-12-16,2763.02,7,5,5,5,Champion
14714,6,2010-11-04,755.89,49,3,4,3,Loyal Customers
14715,4,2010-09-23,973.0699999999999,91,2,3,4,At Risk
14716,1,2010-09-21,235.77,93,2,1,1,Hibernating
14718,1,2010-10-25,226.42,59,3,1,1,About to Sleep
14721,1,2010-11-25,115.77,28,4,1,1,Promising
14722,2,2010-08-19,325.45,126,2,2,2,Hibernating
14723,7,2010-12-16,1013.19,7,5,4,4,Champion
14724,1,2010-04-28,345.25,239,1,1,2,Hibernating
14725,4,2010-11-10,647.5600000000001,43,3,3,3,Need Attention
14726,1,2010-02-23,124.75,303,1,1,1,Hibernating
14727,3,2010-06-11,376.15,195,1,3,2,At Risk
14728,1,2010-10-22,190.58,62,3,1,1,About to Sleep
14729,3,2010-12-01,593.89,22,4,3,3,Potential Loyalists
14732,12,2010-11-12,2311.83,41,4,5,5,Loyal Customers
14733,6,2010-12-20,9126.26,3,5,4,5,Champion
14734,5,2010-10-19,1067.3700000000001,65,3,4,4,Loyal Customers
14735,24,2010-12-16,6119.47,7,5,5,5,Champion
14736,2,2010-08-11,401.08,134,2,2,2,Hibernating
14737,2,2010-12-21,2823.62,2,5,2,5,Potential Loyalists
14738,2,2010-06-30,230.0,176,1,2,1,Hibernating
14739,19,2010-12-07,6850.02,16,5,5,5,Champion
14740,9,2010-10-26,2780.05,58,3,5,5,Loyal Customers
14741,3,2010-12-13,808.05,10,5,3,3,Potential Loyalists
14742,1,2010-09-30,579.85,84,2,1,3,Hibernating
14743,1,2010-04-26,50.48,241,1,1,1,Hibernating
14744,9,2010-12-08,2374.41,15,5,5,5,Champion
14745,11,2010-07-26,1378.8,150,2,5,4,Can't Lose Them
14746,4,2010-10-29,593.5,55,3,3,3,Need Attention
14748,11,2010-12-06,2108.43,17,5,5,5,Champion
14749,1,2010-08-17,310.15,128,2,1,2,Hibernating
14751,1,2010-01-24,61.349999999999994,333,1,1,1,Hibernating
14753,1,2010-09-05,306.36,109,2,1,2,Hibernating
14754,5,2010-10-18,916.63,66,3,4,3,Loyal Customers
14755,16,2010-11-23,4593.32,30,4,5,5,Loyal Customers
14756,3,2010-11-30,1955.1,23,4,3,4,Potential Loyalists
14758,3,2010-11-08,1380.9099999999999,45,3,3,4,Need Attention
14761,1,2010-09-21,192.02,93,2,1,1,Hibernating
14762,1,2010-03-23,117.05000000000001,275,1,1,1,Hibernating
14766,9,2010-12-09,4156.61,14,5,5,5,Champion
14767,1,2010-08-22,382.81,123,2,1,2,Hibernating
14769,12,2010-12-21,4526.69,2,5,5,5,Champion
14770,7,2010-08-29,2773.9700000000003,116,2,4,5,At Risk
14771,2,2010-04-13,321.95,254,1,2,2,Hibernating
14773,2,2010-04-30,155.4,237,1,2,1,Hibernating
14774,1,2010-06-29,241.45,177,1,1,2,Hibernating
14775,1,2010-12-02,406.56,21,5,1,2,New Customers
14776,6,2010-11-18,1196.56,35,4,4,4,Loyal Customers
14777,3,2010-12-16,372.90999999999997,7,5,3,2,Potential Loyalists
14783,2,2010-02-22,309.25,304,1,2,2,Hibernating
14784,1,2010-11-15,159.94,38,4,1,1,Promising
14786,1,2010-06-07,90.96,199,1,1,1,Hibernating
14787,1,2010-08-25,110.65,120,2,1,1,Hibernating
14788,1,2010-04-22,476.88,245,1,1,3,Hibernating
14790,4,2010-11-30,1213.6,23,4,3,4,Potential Loyalists
14791,1,2010-04-12,303.63,255,1,1,2,Hibernating
14793,1,2010-06-22,396.91,184,1,1,2,Hibernating
14794,4,2010-11-11,650.94,42,4,3,3,Potential Loyalists
14796,15,2010-12-13,3038.63,10,5,5,5,Champion
14797,1,2010-07-20,300.31,156,2,1,2,Hibernating
14798,6,2010-11-23,559.77,30,4,4,3,Loyal Customers
14800,9,2010-12-12,4353.92,11,5,5,5,Champion
14802,3,2010-10-05,478.62,79,2,3,3,At Risk
14805,3,2010-10-31,549.99,53,3,3,3,Need Attention
14806,1,2010-09-26,110.03999999999999,88,2,1,1,Hibernating
14807,2,2010-11-14,519.29,39,4,2,3,Potential Loyalists
14809,2,2010-03-28,686.76,270,1,2,3,Hibernating
14810,3,2010-12-05,449.14,18,5,3,2,Potential Loyalists
14811,1,2010-11-17,170.5,36,4,1,1,Promising
14812,1,2010-04-20,185.8,247,1,1,1,Hibernating
14813,4,2010-12-05,935.44,18,5,3,4,Potential Loyalists
14814,1,2010-05-07,160.46,230,1,1,1,Hibernating
14817,6,2010-11-24,2875.02,29,4,4,5,Loyal Customers
14818,3,2010-09-07,512.61,107,2,3,3,At Risk
14819,1,2010-08-02,167.45,143,2,1,1,Hibernating
14820,5,2010-11-24,767.47,29,4,4,3,Loyal Customers
14821,7,2010-12-08,1237.65,15,5,4,4,Champion
14822,1,2010-08-11,157.70000000000002,134,2,1,1,Hibernating
14824,8,2010-11-25,2965.6,28,4,5,5,Loyal Customers
14825,17,2010-12-16,2949.3,7,5,5,5,Champion
14826,2,2010-05-07,385.2,230,1,2,2,Hibernating
14828,10,2010-11-16,5950.26,37,4,5,5,Loyal Customers
14829,7,2010-12-15,1196.55,8,5,4,4,Champion
14831,4,2010-05-14,874.87,223,1,3,3,At Risk
14832,1,2010-03-19,274.63,279,1,1,2,Hibernating
14833,1,2010-07-29,94.8,147,2,1,1,Hibernating
14834,1,2010-10-28,485.86,56,3,1,3,About to Sleep
14835,3,2010-06-30,300.9,176,1,3,2,At Risk
14837,7,2010-09-28,1817.02,86,2,4,4,At Risk
